study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB14744	SAMEA4083731	ERS1254841	ERX1607193	ERR1536365	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536365/ERR1536365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536365/ERR1536365.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESQ_TCCAAC20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESQ_TCCAAC20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536365	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536365		
PRJEB14744	SAMEA4083732	ERS1254842	ERX1607194	ERR1536366	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536366/ERR1536366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536366/ERR1536366.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESQ_TCCAAC20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESQ_TCCAAC20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536366	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536366		
PRJEB14744	SAMEA4083733	ERS1254843	ERX1607195	ERR1536367	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536367/ERR1536367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536367/ERR1536367.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536367	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536367		
PRJEB14744	SAMEA4083734	ERS1254844	ERX1607196	ERR1536368	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536368/ERR1536368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536368/ERR1536368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536368	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536368		
PRJEB14744	SAMEA4083735	ERS1254845	ERX1607197	ERR1536369	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536369/ERR1536369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536369/ERR1536369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536369	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536369		
PRJEB14744	SAMEA4083736	ERS1254846	ERX1607198	ERR1536370	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536370/ERR1536370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536370/ERR1536370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GRHL1_ESW_TGGACA20NCAT_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536370	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536370		
PRJEB14744	SAMEA4083737	ERS1254847	ERX1607199	ERR1536371	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536371/ERR1536371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536371/ERR1536371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536371	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536371		
PRJEB14744	SAMEA4083738	ERS1254848	ERX1607200	ERR1536372	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536372/ERR1536372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536372/ERR1536372.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536372	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536372		
PRJEB14744	SAMEA4083739	ERS1254849	ERX1607201	ERR1536373	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536373/ERR1536373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536373/ERR1536373.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536373	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536373		
PRJEB14744	SAMEA4083740	ERS1254850	ERX1607202	ERR1536374	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536374/ERR1536374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536374/ERR1536374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC_ESAE_TGGGAC20NGA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536374	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536374		
PRJEB14744	SAMEA4083741	ERS1254851	ERX1607203	ERR1536375	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536375/ERR1536375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536375/ERR1536375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536375	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536375		
PRJEB14744	SAMEA4083742	ERS1254852	ERX1607204	ERR1536376	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536376/ERR1536376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536376/ERR1536376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536376	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536376		
PRJEB14744	SAMEA4083743	ERS1254853	ERX1607205	ERR1536377	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536377/ERR1536377.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536377/ERR1536377.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536377	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536377		
PRJEB14744	SAMEA4343676	ERS1255125	ERX1607206	ERR1536378	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536378/ERR1536378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536378/ERR1536378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSC2_ESAF_TTAGAA20NTA_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536378	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536378		
PRJEB14744	SAMEA4343677	ERS1255126	ERX1607207	ERR1536379	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536379/ERR1536379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536379/ERR1536379.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536379	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536379		
PRJEB14744	SAMEA4343678	ERS1255127	ERX1607208	ERR1536380	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536380/ERR1536380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536380/ERR1536380.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536380	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536380		
PRJEB14744	SAMEA4343679	ERS1255128	ERX1607209	ERR1536381	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536381/ERR1536381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536381/ERR1536381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536381	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536381		
PRJEB14744	SAMEA4343680	ERS1255129	ERX1607210	ERR1536382	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536382/ERR1536382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536382/ERR1536382.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX1_ESY_TCACAC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536382	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536382		
PRJEB14744	SAMEA4343681	ERS1255130	ERX1607211	ERR1536383	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536383/ERR1536383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536383/ERR1536383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536383	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536383		
PRJEB14744	SAMEA4343682	ERS1255131	ERX1607212	ERR1536384	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536384/ERR1536384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536384/ERR1536384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536384	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536384		
PRJEB14744	SAMEA4343683	ERS1255132	ERX1607213	ERR1536385	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536385/ERR1536385.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536385/ERR1536385.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536385	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536385		
PRJEB14744	SAMEA4343684	ERS1255133	ERX1607214	ERR1536386	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536386/ERR1536386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536386/ERR1536386.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/GSX2_ESY_TCCAAC20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536386	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536386		
PRJEB14744	SAMEA4343685	ERS1255134	ERX1607215	ERR1536387	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536387/ERR1536387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536387/ERR1536387.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536387	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536387		
PRJEB14744	SAMEA4343686	ERS1255135	ERX1607216	ERR1536388	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536388/ERR1536388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536388/ERR1536388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536388	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536388		
PRJEB14744	SAMEA4343687	ERS1255136	ERX1607217	ERR1536389	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536389/ERR1536389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536389/ERR1536389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES5_ESY_TCCACG20NCG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536389	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536389		
PRJEB14744	SAMEA4343688	ERS1255137	ERX1607218	ERR1536390	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536390/ERR1536390.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536390/ERR1536390.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536390	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536390		
PRJEB14744	SAMEA4343689	ERS1255138	ERX1607219	ERR1536391	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536391/ERR1536391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1536391/ERR1536391.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536391	ftp.sra.ebi.ac.uk/vol1/err/ERR153/001/ERR1536391		
PRJEB14744	SAMEA4343690	ERS1255139	ERX1607220	ERR1536392	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536392/ERR1536392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1536392/ERR1536392.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536392	ftp.sra.ebi.ac.uk/vol1/err/ERR153/002/ERR1536392		
PRJEB14744	SAMEA4343691	ERS1255140	ERX1607221	ERR1536393	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536393/ERR1536393.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1536393/ERR1536393.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HES7_ESU_AATTC14N_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536393	ftp.sra.ebi.ac.uk/vol1/err/ERR153/003/ERR1536393		
PRJEB14744	SAMEA4343692	ERS1255141	ERX1607222	ERR1536394	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536394/ERR1536394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1536394/ERR1536394.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536394	ftp.sra.ebi.ac.uk/vol1/err/ERR153/004/ERR1536394		
PRJEB14744	SAMEA4343693	ERS1255142	ERX1607223	ERR1536395	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536395/ERR1536395.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1536395/ERR1536395.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536395	ftp.sra.ebi.ac.uk/vol1/err/ERR153/005/ERR1536395		
PRJEB14744	SAMEA4343694	ERS1255143	ERX1607224	ERR1536396	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536396/ERR1536396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1536396/ERR1536396.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536396	ftp.sra.ebi.ac.uk/vol1/err/ERR153/006/ERR1536396		
PRJEB14744	SAMEA4343695	ERS1255144	ERX1607225	ERR1536397	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536397/ERR1536397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1536397/ERR1536397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HESX1_ESZ_TCTTCT20NCTG_4.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536397	ftp.sra.ebi.ac.uk/vol1/err/ERR153/007/ERR1536397		
PRJEB14744	SAMEA4343696	ERS1255145	ERX1607226	ERR1536398	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536398/ERR1536398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1536398/ERR1536398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_1.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536398	ftp.sra.ebi.ac.uk/vol1/err/ERR153/008/ERR1536398		
PRJEB14744	SAMEA4343697	ERS1255146	ERX1607227	ERR1536399	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536399/ERR1536399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1536399/ERR1536399.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_2.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536399	ftp.sra.ebi.ac.uk/vol1/err/ERR153/009/ERR1536399		
PRJEB14744	SAMEA4343698	ERS1255147	ERX1607228	ERR1536400	32630	synthetic construct	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536400/ERR1536400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1536400/ERR1536400.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675853/fastq/HEY1_ESY_TGAAAC20NGA_3.txt.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536400	ftp.sra.ebi.ac.uk/vol1/err/ERR153/000/ERR1536400		
